 #redshift day     u       g       r       i       z       J       H       K
  0.01    1.06   -8.67  -10.50  -12.21  -13.85  -14.74  -14.15  -12.82  -11.92
  0.01    1.19   -8.27  -10.31  -12.14  -13.80  -14.76  -14.15  -12.64  -11.72
  0.01    1.33   -7.88  -10.10  -12.04  -13.76  -14.75  -14.17  -12.42  -11.20
  0.01    1.50   -7.35   -9.89  -11.95  -13.68  -14.72  -14.20  -12.35  -10.76
  0.01    1.68   -6.91   -9.60  -11.79  -13.59  -14.68  -14.25  -12.52  -10.66
  0.01    1.88   -6.38   -9.26  -11.61  -13.46  -14.62  -14.27  -12.77  -10.98
  0.01    2.11   -5.58   -8.97  -11.45  -13.34  -14.53  -14.30  -13.03  -11.38
  0.01    2.37   -5.02   -8.51  -11.20  -13.19  -14.41  -14.32  -13.24  -11.76
  0.01    2.66   -4.40   -7.96  -10.92  -13.01  -14.26  -14.35  -13.47  -12.23
  0.01    2.99   -3.07   -7.53  -10.64  -12.81  -14.10  -14.39  -13.60  -12.63
  0.01    3.35   -2.62   -6.88  -10.27  -12.49  -13.91  -14.40  -13.66  -12.98
  0.01    3.76   -2.68   -6.22   -9.79  -12.15  -13.71  -14.34  -13.65  -13.24
  0.01    4.22   -0.48   -5.39   -9.31  -11.75  -13.50  -14.21  -13.59  -13.48
  0.01    4.73    4.17   -4.70   -8.62  -11.24  -13.25  -14.01  -13.49  -13.72
  0.01    5.31    +Inf   -3.67   -7.86  -10.67  -12.88  -13.79  -13.43  -13.95
  0.01    5.96   13.43   -2.74   -6.91  -10.09  -12.41  -13.52  -13.33  -14.10
  0.01    6.68    +Inf   -1.45   -6.10   -9.47  -11.85  -13.18  -13.25  -14.14
  0.01    7.50    +Inf    0.30   -4.99   -8.84  -11.22  -12.75  -13.10  -14.13
  0.01    8.41    +Inf   -1.19   -4.80   -8.18  -10.56  -12.21  -12.88  -14.06
  0.01    9.44   -0.29   -0.51   -4.00   -7.41   -9.88  -11.69  -12.63  -13.99
  0.01   10.59    +Inf    1.96   -4.47   -6.66   -9.15  -11.16  -12.33  -13.88
  0.01   11.89    +Inf    0.85   -4.22   -6.18   -8.39  -10.67  -12.04  -13.75
  0.01   13.34    +Inf   -1.01   -4.58   -5.99   -7.68  -10.37  -11.78  -13.64
  0.01   14.96    +Inf   -1.14   -4.28   -5.77   -7.25  -10.07  -11.50  -13.48
  0.01   16.79    +Inf    9.28   -4.33   -5.70   -6.98   -9.85  -11.29  -13.30
  0.01   18.84    +Inf    3.13   -4.20   -5.65   -6.89   -9.71  -11.09  -13.16
  0.01   21.13    +Inf   -1.13   -4.22   -5.72   -6.76   -9.63  -10.88  -13.06
  0.01   23.71    +Inf    4.99   -4.10   -5.61   -6.62   -9.44  -10.63  -12.92
  0.01   26.61    +Inf    0.24   -4.46   -5.75   -6.63   -9.25  -10.45  -12.76
  0.01   29.85    +Inf    0.98   -4.78   -5.71   -6.44   -9.14  -10.26  -12.65


  0.02    1.06   -8.58  -10.46  -12.13  -13.79  -14.73  -14.21  -12.85  -11.98
  0.02    1.19   -8.19  -10.27  -12.05  -13.74  -14.74  -14.22  -12.68  -11.77
  0.02    1.33   -7.77  -10.05  -11.95  -13.70  -14.72  -14.24  -12.47  -11.26
  0.02    1.50   -7.25   -9.83  -11.87  -13.61  -14.69  -14.27  -12.41  -10.85
  0.02    1.68   -6.80   -9.54  -11.70  -13.52  -14.65  -14.32  -12.58  -10.77
  0.02    1.88   -6.26   -9.19  -11.52  -13.39  -14.58  -14.34  -12.83  -11.09
  0.02    2.11   -5.44   -8.89  -11.35  -13.27  -14.49  -14.36  -13.08  -11.48
  0.02    2.37   -4.85   -8.40  -11.10  -13.12  -14.37  -14.38  -13.29  -11.85
  0.02    2.66   -4.31   -7.86  -10.82  -12.93  -14.21  -14.40  -13.50  -12.31
  0.02    2.99   -3.05   -7.40  -10.54  -12.73  -14.05  -14.43  -13.63  -12.69
  0.02    3.35   -2.55   -6.75  -10.16  -12.40  -13.86  -14.43  -13.69  -13.02
  0.02    3.76   -2.63   -6.08   -9.67  -12.05  -13.66  -14.37  -13.68  -13.27
  0.02    4.22   -0.15   -5.27   -9.18  -11.64  -13.45  -14.23  -13.62  -13.51
  0.02    4.73    4.98   -4.54   -8.47  -11.12  -13.18  -14.03  -13.51  -13.74
  0.02    5.31    +Inf   -3.50   -7.72  -10.55  -12.81  -13.80  -13.43  -13.96
  0.02    5.96   14.43   -2.55   -6.73   -9.96  -12.33  -13.52  -13.33  -14.11
  0.02    6.68    +Inf   -1.37   -5.92   -9.35  -11.75  -13.17  -13.24  -14.14
  0.02    7.50    +Inf    0.57   -4.83   -8.68  -11.13  -12.72  -13.09  -14.13
  0.02    8.41    +Inf   -0.85   -4.62   -8.03  -10.48  -12.18  -12.87  -14.06
  0.02    9.44    0.07   -0.50   -3.94   -7.24   -9.80  -11.66  -12.61  -13.98
  0.02   10.59    +Inf    2.88   -4.38   -6.49   -9.08  -11.12  -12.30  -13.86
  0.02   11.89    +Inf    2.01   -4.22   -6.11   -8.30  -10.64  -12.00  -13.73
  0.02   13.34    +Inf   -0.93   -4.51   -5.92   -7.60  -10.33  -11.73  -13.61
  0.02   14.96    +Inf   -1.11   -4.24   -5.69   -7.17  -10.02  -11.44  -13.45
  0.02   16.79    +Inf    +Inf   -4.25   -5.61   -6.93   -9.81  -11.23  -13.27
  0.02   18.84    +Inf    4.11   -4.17   -5.56   -6.84   -9.67  -11.03  -13.13
  0.02   21.13    +Inf   -1.18   -4.19   -5.65   -6.72   -9.59  -10.82  -13.04
  0.02   23.71    +Inf    5.50   -3.97   -5.57   -6.56   -9.39  -10.57  -12.89
  0.02   26.61    +Inf    0.25   -4.33   -5.70   -6.60   -9.21  -10.39  -12.73
  0.02   29.85    +Inf    2.19   -4.75   -5.68   -6.39   -9.10  -10.21  -12.62


  0.03    1.06   -8.49  -10.42  -12.04  -13.73  -14.71  -14.27  -12.89  -12.04
  0.03    1.19   -8.12  -10.23  -11.97  -13.68  -14.71  -14.29  -12.72  -11.81
  0.03    1.33   -7.67  -10.00  -11.86  -13.64  -14.69  -14.31  -12.52  -11.32
  0.03    1.50   -7.16   -9.78  -11.78  -13.55  -14.66  -14.34  -12.47  -10.93
  0.03    1.68   -6.68   -9.47  -11.61  -13.44  -14.62  -14.39  -12.64  -10.87
  0.03    1.88   -6.14   -9.12  -11.42  -13.33  -14.54  -14.40  -12.89  -11.19
  0.03    2.11   -5.24   -8.81  -11.25  -13.21  -14.45  -14.42  -13.13  -11.58
  0.03    2.37   -4.77   -8.30  -11.00  -13.05  -14.33  -14.43  -13.33  -11.94
  0.03    2.66   -4.12   -7.76  -10.72  -12.85  -14.17  -14.45  -13.54  -12.38
  0.03    2.99   -2.98   -7.29  -10.44  -12.64  -14.00  -14.47  -13.66  -12.75
  0.03    3.35   -2.26   -6.63  -10.05  -12.30  -13.82  -14.47  -13.71  -13.06
  0.03    3.76   -2.64   -5.92   -9.56  -11.94  -13.61  -14.40  -13.70  -13.30
  0.03    4.22    0.13   -5.12   -9.06  -11.52  -13.39  -14.26  -13.64  -13.53
  0.03    4.73    5.79   -4.41   -8.33  -11.00  -13.11  -14.05  -13.52  -13.76
  0.03    5.31    +Inf   -3.33   -7.57  -10.43  -12.72  -13.81  -13.43  -13.96
  0.03    5.96    +Inf   -2.34   -6.57   -9.83  -12.24  -13.52  -13.33  -14.10
  0.03    6.68    +Inf   -1.28   -5.75   -9.23  -11.66  -13.16  -13.23  -14.13
  0.03    7.50    +Inf    0.75   -4.66   -8.53  -11.04  -12.69  -13.08  -14.12
  0.03    8.41    +Inf   -0.35   -4.44   -7.88  -10.39  -12.15  -12.86  -14.05
  0.03    9.44    0.69   -0.68   -3.92   -7.06   -9.72  -11.62  -12.59  -13.96
  0.03   10.59    +Inf    3.63   -4.30   -6.33   -9.00  -11.09  -12.26  -13.84
  0.03   11.89    +Inf    3.13   -4.17   -6.02   -8.21  -10.61  -11.96  -13.71
  0.03   13.34    +Inf   -0.82   -4.45   -5.83   -7.53  -10.30  -11.68  -13.59
  0.03   14.96    +Inf   -1.09   -4.18   -5.60   -7.11   -9.97  -11.39  -13.41
  0.03   16.79    +Inf    +Inf   -4.14   -5.52   -6.87   -9.77  -11.17  -13.24
  0.03   18.84    +Inf    4.97   -4.15   -5.48   -6.80   -9.63  -10.96  -13.10
  0.03   21.13    +Inf   -1.17   -4.15   -5.61   -6.69   -9.55  -10.76  -13.01
  0.03   23.71    +Inf    6.09   -3.85   -5.54   -6.51   -9.34  -10.51  -12.85
  0.03   26.61    +Inf    0.26   -4.20   -5.67   -6.55   -9.16  -10.32  -12.70
  0.03   29.85    +Inf    3.33   -4.71   -5.65   -6.35   -9.05  -10.15  -12.58


  0.04    1.06   -8.40  -10.38  -11.96  -13.67  -14.69  -14.33  -12.93  -12.08
  0.04    1.19   -8.04  -10.18  -11.88  -13.62  -14.69  -14.35  -12.77  -11.86
  0.04    1.33   -7.57   -9.95  -11.77  -13.58  -14.66  -14.38  -12.56  -11.37
  0.04    1.50   -7.05   -9.72  -11.70  -13.48  -14.63  -14.42  -12.52  -11.01
  0.04    1.68   -6.58   -9.40  -11.53  -13.37  -14.58  -14.46  -12.69  -10.98
  0.04    1.88   -6.05   -9.03  -11.33  -13.26  -14.50  -14.47  -12.94  -11.29
  0.04    2.11   -5.05   -8.74  -11.16  -13.14  -14.41  -14.48  -13.18  -11.67
  0.04    2.37   -4.61   -8.20  -10.90  -12.97  -14.28  -14.48  -13.38  -12.02
  0.04    2.66   -3.94   -7.65  -10.63  -12.77  -14.12  -14.50  -13.58  -12.45
  0.04    2.99   -2.96   -7.18  -10.34  -12.55  -13.96  -14.51  -13.69  -12.81
  0.04    3.35   -2.09   -6.50   -9.94  -12.20  -13.76  -14.50  -13.74  -13.11
  0.04    3.76   -2.66   -5.79   -9.44  -11.84  -13.56  -14.43  -13.73  -13.34
  0.04    4.22    0.66   -4.96   -8.92  -11.40  -13.33  -14.28  -13.66  -13.56
  0.04    4.73    6.51   -4.27   -8.17  -10.88  -13.04  -14.06  -13.54  -13.78
  0.04    5.31    +Inf   -3.17   -7.41  -10.31  -12.64  -13.82  -13.44  -13.97
  0.04    5.96    +Inf   -2.08   -6.41   -9.70  -12.14  -13.52  -13.33  -14.10
  0.04    6.68    +Inf   -1.06   -5.61   -9.12  -11.56  -13.14  -13.23  -14.12
  0.04    7.50    +Inf    0.82   -4.46   -8.36  -10.95  -12.67  -13.07  -14.11
  0.04    8.41    +Inf    0.34   -4.24   -7.74  -10.30  -12.11  -12.86  -14.03
  0.04    9.44    1.50   -0.67   -3.92   -6.88   -9.64  -11.59  -12.58  -13.94
  0.04   10.59    +Inf    4.22   -4.26   -6.22   -8.91  -11.04  -12.23  -13.81
  0.04   11.89    +Inf    4.07   -4.09   -5.93   -8.11  -10.57  -11.93  -13.68
  0.04   13.34    +Inf   -0.60   -4.39   -5.75   -7.44  -10.25  -11.63  -13.56
  0.04   14.96    +Inf   -0.93   -4.12   -5.49   -7.05   -9.92  -11.34  -13.38
  0.04   16.79    +Inf    +Inf   -4.03   -5.48   -6.83   -9.72  -11.11  -13.21
  0.04   18.84    +Inf    5.39   -4.12   -5.43   -6.75   -9.58  -10.90  -13.07
  0.04   21.13    +Inf   -1.01   -4.13   -5.55   -6.66   -9.51  -10.70  -12.97
  0.04   23.71    +Inf    6.93   -3.73   -5.47   -6.45   -9.29  -10.46  -12.82
  0.04   26.61    +Inf    0.41   -4.12   -5.65   -6.52   -9.11  -10.27  -12.66
  0.04   29.85    +Inf    4.19   -4.69   -5.60   -6.30   -9.01  -10.10  -12.55


  0.05    1.06   -8.30  -10.34  -11.88  -13.61  -14.67  -14.38  -12.96  -12.13
  0.05    1.19   -7.94  -10.13  -11.80  -13.56  -14.66  -14.41  -12.81  -11.90
  0.05    1.33   -7.46   -9.90  -11.69  -13.51  -14.63  -14.44  -12.61  -11.43
  0.05    1.50   -6.94   -9.66  -11.61  -13.41  -14.59  -14.48  -12.59  -11.08
  0.05    1.68   -6.46   -9.32  -11.44  -13.30  -14.54  -14.52  -12.75  -11.08
  0.05    1.88   -5.93   -8.95  -11.24  -13.19  -14.46  -14.53  -13.00  -11.38
  0.05    2.11   -4.85   -8.66  -11.06  -13.07  -14.37  -14.54  -13.23  -11.75
  0.05    2.37   -4.57   -8.10  -10.81  -12.90  -14.24  -14.53  -13.42  -12.11
  0.05    2.66   -3.81   -7.52  -10.53  -12.68  -14.07  -14.55  -13.61  -12.52
  0.05    2.99   -3.00   -7.08  -10.24  -12.46  -13.91  -14.55  -13.72  -12.86
  0.05    3.35   -1.96   -6.37   -9.83  -12.11  -13.71  -14.53  -13.77  -13.15
  0.05    3.76   -2.53   -5.69   -9.33  -11.73  -13.50  -14.45  -13.76  -13.37
  0.05    4.22    1.30   -4.81   -8.79  -11.29  -13.27  -14.30  -13.69  -13.59
  0.05    4.73    7.50   -4.09   -8.01  -10.77  -12.96  -14.08  -13.56  -13.79
  0.05    5.31    +Inf   -3.02   -7.25  -10.20  -12.55  -13.82  -13.45  -13.97
  0.05    5.96    +Inf   -1.94   -6.26   -9.57  -12.05  -13.52  -13.33  -14.09
  0.05    6.68    +Inf   -0.60   -5.48   -8.99  -11.46  -13.13  -13.23  -14.11
  0.05    7.50    +Inf    0.77   -4.24   -8.19  -10.86  -12.65  -13.07  -14.10
  0.05    8.41    +Inf    1.27   -4.13   -7.58  -10.20  -12.09  -12.85  -14.02
  0.05    9.44    2.56   -0.77   -3.89   -6.72   -9.54  -11.55  -12.56  -13.93
  0.05   10.59    +Inf    4.69   -4.21   -6.10   -8.82  -11.00  -12.21  -13.79
  0.05   11.89    +Inf    4.95   -3.99   -5.81   -8.02  -10.53  -11.89  -13.65
  0.05   13.34    +Inf   -0.38   -4.26   -5.69   -7.36  -10.20  -11.58  -13.52
  0.05   14.96    +Inf   -0.55   -4.06   -5.40   -7.01   -9.87  -11.29  -13.34
  0.05   16.79    +Inf    +Inf   -3.90   -5.45   -6.75   -9.67  -11.06  -13.17
  0.05   18.84    +Inf    5.81   -4.06   -5.38   -6.70   -9.54  -10.84  -13.03
  0.05   21.13    +Inf   -0.96   -4.06   -5.47   -6.61   -9.46  -10.64  -12.93
  0.05   23.71    +Inf    9.79   -3.64   -5.42   -6.41   -9.23  -10.40  -12.78
  0.05   26.61    +Inf    0.81   -4.05   -5.61   -6.49   -9.06  -10.21  -12.62
